Master calendar,cardano,avalanche-2,axie-infinity,badger-dao,balancer,binancecoin,bancor,bitcoin,chiliz,compound-governance-token,curve-dao-token,convex-finance,derivadao,dogecoin,polkadot,dydx,enjincoin,ethereum,instadapp,liquity,terra-luna,decentraland,maker,nxm,republic-protocol,rari-governance-token,the-sandbox,havven,solana,sushi,truefi,uma,uniswap,ripple,yearn-finance
17/02/2020,0.062857109,,,,,23.64223437,0.310208446,9943.673603,0.013638882,,,,,0.00283948,,,0.123643537,262.1562443,,,0.253348361,0.057185338,631.2836502,,0.064464195,,,0.943790371,,,,,,0.29645342,
18/02/2020,0.060451761,,,,,23.57106009,0.3274264,9723.605026,0.01389759,,,,,0.002721719,,,0.138625903,267.9356656,,,0.237068911,0.056244638,610.9885474,,0.06152247,,,1.020629273,,,,,,0.289088124,
19/02/2020,0.062547059,,,,,24.02472172,0.35118531,10133.81742,0.01376775,,,,,0.002844918,,,0.138618102,281.9457403,,,0.234823398,0.06529902,633.2577659,,0.061762523,,,0.999551034,,,,,,0.296577455,
20/02/2020,0.058181711,,,,,22.25110406,0.31813602,9618.409248,0.0134046,,,,,0.002659017,,,0.135275324,259.1838037,,,0.218847989,0.057681145,643.6045574,,0.0562973,,,0.907881447,,,,,,0.279144334,
21/02/2020,0.057775657,,,,,22.1400916,0.334815397,9608.169181,0.01300846,,,,,0.002640101,,,0.131588336,257.9883953,,,0.228001152,0.054231685,641.1052393,,0.061865349,,,0.967106221,,,,,,0.272340779,
22/02/2020,0.058658228,,,,,22.12011684,0.329552961,9673.0118,0.013506926,,,,,0.002660476,,,0.127638564,265.1644591,,,0.253553903,0.055635005,629.1934976,,0.063501383,,,1.009675263,,,,,,0.274173534,
23/02/2020,0.058393923,,,,,21.93521265,0.336731829,9658.606058,0.013135202,,,,,0.002616949,,,0.123955348,260.9965401,,,0.262742231,0.051452748,637.8696194,,0.062372214,,,0.984213605,,,,,,0.27501656,
24/02/2020,0.060734563,,,,,22.87150377,0.33887937,9946.716123,0.013178765,,,,,0.002683834,,,0.131082826,274.6312158,,,0.262480822,0.057863664,653.2775333,,0.064065055,,,1.002017913,,,,,,0.282839171,
25/02/2020,0.059358856,,,,,22.03412707,0.327803361,9670.960806,0.012898205,,,,,0.002598221,,,0.12155656,265.2421912,,,0.245261594,0.052051019,631.4796373,,0.058713959,,,0.953795395,,,,,,0.271683085,
26/02/2020,0.056625024,,,,,20.38515618,0.314442826,9345.342702,0.011839902,,,,,0.002487692,,,0.110217682,248.3173814,,,0.232645746,0.043938534,587.2047452,,0.056874612,,,0.867274578,,,,,,0.254937717,
27/02/2020,0.050644656,,,,,18.71084905,0.27364904,8801.657129,0.010648211,,,,,0.00232768,,,0.097058198,224.8105083,,,0.214250548,0.038808155,538.7262779,,0.052474673,,,0.789207334,,,,,,0.232663784,
28/02/2020,0.049602674,,,,,19.12124747,0.275287468,8781.175282,0.010655998,,,,,0.00232974,,,0.100919211,225.4297151,,,0.225240757,0.040867871,563.2870564,,0.05375377,,,0.941345194,,,,,,0.236176043,
29/02/2020,0.0489264,,,,,18.96783851,0.274053761,8717.331431,0.010847,,,,,0.002308097,,,0.100897655,227.7052845,,,0.218363269,0.04075848,585.4177662,,0.053869586,,,0.884353922,,,,,,0.237176113,
1/3/2020,0.047364175,,,,,19.31627435,0.267187784,8552.989119,0.01044467,,,,,0.00224376,,,0.097048003,218.3483569,,,0.220747695,0.036881699,552.6314254,,0.051366375,,,0.874179293,,,,,,0.230371505,
2/3/2020,0.046172079,,,,,18.99084847,0.267687673,8567.802249,0.011886834,,,,,0.002242818,,,0.101845426,218.939797,,,0.241543162,0.03716692,545.2210738,,0.055268464,,,0.805886214,,,,,,0.229177069,
3/3/2020,0.048794271,,,,,19.86962387,0.28173925,8905.876104,0.011938301,,,,,0.002368422,,,0.10881257,231.679446,,,0.246715562,0.042103366,575.7288726,,0.064098329,,,0.884489563,,,,,,0.239350654,
4/3/2020,0.048648115,,,,,19.59198541,0.276005215,8756.718577,0.011599405,,,,,0.00241166,,,0.107591414,223.960116,,,0.240310686,0.04267155,534.7274693,,0.061682198,,,0.784209109,,,,,,0.234579121,
5/3/2020,0.04889846,,,,,19.99801653,0.277530478,8758.646993,0.012669634,,,,,0.00246386,,,0.105608921,224.1348774,,,0.236882942,0.04740312,543.9704559,,0.065536658,,,0.786607217,,,,,,0.234636682,
6/3/2020,0.050870677,,,,,20.81956237,0.290130072,9038.870323,0.012810323,,,,,0.00247817,,,0.110763054,228.0809351,,,0.238800509,0.047267779,545.443942,,0.071555825,,,0.750839327,,,,,,0.237998856,
7/3/2020,0.051380435,,,,,21.3200619,0.298732861,9135.845066,0.013047924,,,,,0.002487201,,,0.112421929,244.2384695,,,0.237527001,0.049568101,589.5527993,,0.067615339,,,0.731143153,,,,,,0.243867604,
8/3/2020,0.049239965,,,,,20.0346305,0.288694691,8902.20195,0.012433792,,,,,0.002426194,,,0.105433828,237.3807902,,,0.235172259,0.044612826,612.0519175,,0.082362727,,,0.715359212,,,,,,0.237092151,
9/3/2020,0.04328449,,,,,16.87686615,0.246236099,8041.365538,0.010558312,,,,,0.002173767,,,0.087188564,198.8196423,,,0.209398612,0.036957433,511.759948,,0.073596809,,,0.605136425,,,,,,0.203846117,
10/3/2020,0.041617237,,,,,16.58353401,0.2432459,7921.332007,0.010374477,,,,,0.002196077,,,0.087263067,200.8468715,,,0.208998243,0.035023013,513.457448,,0.066570473,,,0.752002716,,,,,,0.208822195,
11/3/2020,0.041398227,,,,,16.88554253,0.243685765,7906.731529,0.010627199,,,,,0.002203736,,,0.088660011,200.7490385,,,0.205372382,0.03668936,501.8253355,,0.072237941,,,0.759187141,,,,,,0.211528595,
12/3/2020,0.040066911,,,,,16.56793677,0.241724966,7935.52204,0.010853807,,,,,0.002191376,,,0.083283398,194.2179412,,,0.200087894,0.035055477,490.6889438,,0.07617723,,,0.720392575,,,,,,0.209855575,
13/03/2020,0.023715965,,,,,9.472898274,0.138852497,5142.990459,0.00543343,,,,,0.001483468,,,0.043715223,110.5978978,,,0.155955201,0.018235437,203.3193186,,0.037161806,,,0.387913781,,,,,,0.137829599,
14/03/2020,0.028339514,,,,,10.89497092,0.159431343,5542.819542,0.006189184,,,,,0.001719278,,,0.051046545,132.5728577,,,0.162328783,0.023044717,316.3160671,,0.042005796,,,0.57714855,,,,,,0.157933203,
15/03/2020,0.026047698,,,,,10.13127817,0.152036911,5214.189112,0.005639672,,,,,0.001655465,,,0.050785907,123.0308441,,,0.148820718,0.023151425,241.8221507,,0.039899066,,,0.484250532,,,,,,0.147404494,
16/03/2020,0.026756995,,,,,10.38557708,0.15445832,5397.933357,0.005781627,,,,,0.001696303,,,0.051735185,124.6034255,,,0.144457912,0.025026687,212.1227632,,0.0377884,,,0.449675435,,,,,,0.153646511,
17/03/2020,0.024346526,,,,,9.4006708,0.137669797,5032.501351,0.005183658,,,,,0.001593021,,,0.046487133,110.9915985,,,0.138051934,0.022479959,204.7175774,,0.029484365,,,0.445660453,,,,,,0.142336104,
18/03/2020,0.025700794,,,,,10.3342805,0.149211388,5389.415775,0.005647529,,,,,0.001633127,,,0.052249671,117.2170414,,,0.136104167,0.023128621,211.1434649,,0.03424174,,,0.461585469,,,,,,0.148554964,
19/03/2020,0.025837921,,,,,10.37360276,0.149973364,5376.280748,0.005268289,,,,,0.001614417,,,0.051934794,117.7004246,,,0.126236458,0.022143352,211.1014348,,0.032889271,,,0.438092384,,,,,,0.146861448,
20/03/2020,0.030025359,,,,,12.25320977,0.176964299,6170.2006,0.006269163,,,,,0.001771485,,,0.074179444,136.8118758,,,0.149652014,0.025221678,269.8119226,,0.0398034,,,0.481301696,,,,,,0.163013764,
21/03/2020,0.029563157,,,,,11.85072095,0.166992329,6195.603505,0.005986773,,,,,0.001775731,,,0.074442717,131.964694,,,0.14110247,0.024885781,253.8352247,,0.038897555,,,0.528098654,,,,,,0.15786542,
22/03/2020,0.029209667,,,,,11.99980747,0.16871867,6145.770891,0.005967755,,,,,0.00178139,,,0.076234331,131.9432185,,,0.138969145,0.024874655,270.8557722,,0.040240595,,,0.495675659,,,,,,0.157238892,
23/03/2020,0.027299339,,,,,11.17898171,0.158869443,5859.64743,0.005472731,,,,,0.001732532,,,0.070639203,122.5205988,,,0.131437817,0.023173405,255.3895674,,0.035457475,,,0.464978206,,,,,,0.150664185,
24/03/2020,0.029350724,,,,,12.10417697,0.171761788,6456.347486,0.006040753,,,,,0.001816974,,,0.074380298,135.588658,,,0.142797325,0.02514469,269.7974948,,0.041200221,,,0.469656001,,,,,,0.158182239,
25/03/2020,0.03029219,,,,,12.45297309,0.177343356,6730.173782,0.006173463,,,,,0.001871697,,,0.082893464,138.7765713,,,0.152577394,0.026721051,279.4714127,,0.041438997,,,0.502605632,,,,,,0.162326488,
26/03/2020,0.029553286,,,,,12.34602394,0.173993497,6695.900618,0.006206771,,,,,0.00183483,,,0.080500383,136.2339214,,,0.146872926,0.026204683,281.3519662,,0.042460913,,,0.520678686,,,,,,0.161694511,
27/03/2020,0.03027907,,,,,13.21323912,0.178886352,6765.562079,0.006736802,,,,,0.001858288,,,0.093078706,138.7669376,,,0.149333103,0.0257691,342.9623618,,0.045699816,,,0.58689832,,,,,,0.174143881,
28/03/2020,0.029051153,,,,,12.35710327,0.170894767,6397.826328,0.006487652,,,,,0.001784003,,,0.083478043,130.2865619,,,0.143099181,0.024092336,307.7927482,,0.04178742,,,0.583481994,,,,,,0.174147435,
29/03/2020,0.029258974,,,,,12.21798551,0.169112763,6255.000399,0.006354854,,,,,0.001786612,,,0.085848659,131.4240521,,,0.13743553,0.024350577,309.3682021,,0.042285634,,,0.567602825,,,,,,0.176850141,
30/03/2020,0.02813465,,,,,11.33580088,0.162239258,5915.337155,0.006041545,,,,,0.001720109,,,0.082148591,125.3188745,,,0.135805133,0.022651129,289.5553392,,0.038385438,,,0.560825025,,,,,,0.164477017,
31/03/2020,0.029919979,,,,,12.18632618,0.170215998,6403.141236,0.006288265,,,,,0.001806671,,,0.092111123,132.363739,,,0.13902724,0.025043716,293.6938321,,0.043994733,,,0.601834217,,,,,,0.170938439,
1/4/2020,0.030115491,,,,,12.59992173,0.172403035,6421.705414,0.006317381,,,,,0.001808498,,,0.092871489,133.2364468,,,0.14060799,0.026151124,292.2760648,,0.046494707,,,0.605582969,,,,,,0.173925641,
2/4/2020,0.031124362,,,,,12.72926799,0.177791378,6640.797666,0.006483367,,,,,0.001861275,,,0.092397467,136.2163856,,,0.143209959,0.026276915,294.8293952,,0.047210211,,,0.615255635,,,,,,0.175083891,
3/4/2020,0.031923831,,,,,13.08091335,0.1818551,6807.897018,0.006508882,,,,,0.001890354,,,0.091729463,141.4537054,,,0.147102221,0.026335027,300.844158,,0.048319824,,,0.671505286,,,,,,0.178158151,
4/4/2020,0.031900341,,,,,13.32378684,0.182550077,6732.852018,0.006833399,,,,,0.001848268,,,0.089995131,141.2615433,,,0.14663262,0.026003564,299.1781485,,0.050403997,,,0.663631902,,,,,,0.179038789,
5/4/2020,0.032559947,,,,,13.78045918,0.185004732,6859.424924,0.006998879,,,,,0.001872732,,,0.096449596,144.2008027,,,0.161884892,0.026736957,311.4023275,,0.051952552,,,0.657083487,,,,,,0.180023095,
6/4/2020,0.031901156,,,,,13.70949255,0.183263313,6788.048273,0.006676426,,,,,0.001859239,,,0.093214645,142.8508835,,,0.162583034,0.026078223,298.5519536,,0.050718314,,,0.660075397,,,,,,0.178101526,
7/4/2020,0.03515264,,,,,15.13632387,0.196366412,7297.635558,0.006941419,,,,,0.001995278,,,0.098173393,169.8550498,,,0.176383464,0.027997974,324.2295775,,0.051367161,,,0.771595991,,,,,,0.194715076,
8/4/2020,0.035176992,,,,,14.6599825,0.191065056,7196.782202,0.006837844,,,,,0.002000403,,,0.09489777,164.5160197,,,0.172287899,0.027807772,322.2432969,,0.050614244,,,0.772041946,,,,,,0.192698795,
9/4/2020,0.036138737,,,,,15.07540138,0.196324466,7342.291601,0.007058255,,,,,0.002013397,,,0.096755748,172.8035683,,,0.180309124,0.028429618,321.3756438,,0.052712897,,,0.744025494,,,,,,0.20004763,
10/4/2020,0.036238749,,,,,15.02875919,0.194441123,7294.488875,0.006947121,,,,,0.002023642,,,0.096853242,170.0951035,,,0.177997415,0.029297335,327.7622213,,0.054907422,,,0.68618337,,,,,,0.198069418,
11/4/2020,0.033550894,,,,,13.71882591,0.182081397,6864.694257,0.006412869,,,,,0.001955323,,,0.088406152,157.740158,,,0.166813831,0.026833022,298.7464978,,0.050014411,,,0.675486497,0.957605828,,,,,0.188428737,
12/4/2020,0.033337716,,,,,13.82675862,0.180585296,6878.781213,0.006391673,,,,,0.001994547,,,0.087266795,158.3278779,,,0.168504666,0.026791081,297.4634041,,0.049469625,,,0.674598192,0.784711315,,,,,0.188585661,
13/04/2020,0.033502825,,,,,14.26511655,0.180945768,6913.158787,0.00638582,,,,,0.001975581,,,0.087657705,158.8638257,,,0.184515483,0.026931886,289.7909525,,0.052524778,,,0.713109869,0.875994407,,,,,0.187934185,
14/04/2020,0.033164583,,,,,15.04557286,0.179496885,6857.538538,0.00668352,,,,,0.001959548,,,0.089818491,156.7013588,,,0.18310502,0.026484296,296.9878248,,0.051729583,,,0.69102585,0.786712195,,,,,0.188272368,
15/04/2020,0.033087641,,,,,15.5827208,0.180987796,6860.178536,0.00651695,,,,,0.001966765,,,0.09109836,158.2671512,,,0.203443342,0.027109965,291.5233426,,0.052312245,,,0.688478204,0.666673391,,,,,0.186108887,
16/04/2020,0.031854947,,,,,14.58594862,0.175833471,6629.431738,0.006261485,,,,,0.001945633,,,0.092451149,153.2228637,,,0.201164537,0.026335711,283.7250658,,0.049673868,,,0.640130137,0.637621067,,,,,0.181698014,
17/04/2020,0.034215732,,,,,15.66673786,0.184748906,7059.926225,0.006821283,,,,,0.002022847,,,0.095499983,171.7759908,,,0.219188849,0.027818791,293.8577199,,0.055105541,,,0.738963585,0.692333125,,,,,0.188565848,
18/04/2020,0.0342268,,,,,15.6162811,0.18285023,7035.261504,0.006752266,,,,,0.001999602,,,0.094135752,170.4458905,,,0.215717038,0.028651189,298.6206697,,0.05881859,,,0.738008911,0.657449398,,,,,0.188904227,
19/04/2020,0.036171351,,,,,16.55295504,0.194357124,7242.510929,0.006885993,,,,,0.002060906,,,0.103621688,187.1435441,,,0.219196443,0.030249962,317.8468116,,0.062401989,,,0.766337388,0.676972185,,,,,0.194105525,
20/04/2020,0.035764469,,,,,16.04655016,0.191041988,7127.51195,0.006750331,,,,,0.002037452,,,0.099764154,180.0585965,,,0.23048395,0.028971435,316.8030293,,0.0604445,,,0.740228697,0.609435839,,,,,0.189848545,
21/04/2020,0.034035708,,,,,15.02780434,0.183348707,6856.456278,0.006430077,,,,,0.0019746,,,0.09828114,170.7040587,,,0.208074369,0.027378442,299.3362545,,0.055639318,,,0.719045164,0.534790494,,,,,0.183302691,
22/04/2020,0.034321463,,,,,15.09650786,0.184171563,6842.038598,0.006429932,,,,,0.001960256,,,0.106441975,170.4515429,,,0.205601515,0.026986359,311.365906,,0.054856694,,,0.705546284,0.572826921,,,,,0.183133461,
23/04/2020,0.036251792,,,,,15.68673879,0.196421286,7109.995291,0.006624721,,,,,0.0020074,,,0.111795846,182.2767577,,,0.197091298,0.028197276,329.398618,,0.059843469,,,0.722138896,0.68488722,,,,,0.187689519,
24/04/2020,0.039865159,,,,,15.97013671,0.206312979,7382.793144,0.006745467,,,,,0.002051379,,,0.11897508,184.5937025,,,0.196631176,0.028820711,330.4953481,,0.060794964,,,0.686655331,0.621703279,,,,,0.190118445,
25/04/2020,0.041376312,,,,,15.89482742,0.211194348,7495.393587,0.006803607,,,,,0.002069124,,,0.129531266,187.3433686,,,0.195475471,0.029295221,336.7372388,,0.06391825,,,0.669850633,0.62276509,,,,,0.192381688,
26/04/2020,0.042297048,,,,,16.23724614,0.218525935,7538.557687,0.00680863,,,,,0.002118373,,,0.146877596,194.1142368,,,0.196219043,0.029177474,332.1644441,,0.063948912,,,0.646453264,0.647090318,,,,,0.19442201,
27/04/2020,0.045321212,,,,,16.37395252,0.203183968,7683.867415,0.006901144,,,,,0.002322766,,,0.141218457,197.2299044,,,0.195767546,0.030552109,344.9770519,,0.063898154,,,0.688187387,0.639862804,,,,,0.19693094,
28/04/2020,0.046261318,,,,,16.41271866,0.200965986,7774.281554,0.007153416,,,,,0.002388485,,,0.137874944,196.4626254,,,0.198398502,0.032169658,338.8735139,,0.066067194,,,0.763563919,0.568315481,,,,,0.197893049,
29/04/2020,0.046834189,,,,,16.36205781,0.205429708,7758.230255,0.007265915,,,,,0.002324443,,,0.138567152,197.1547316,,,0.198421617,0.032714983,335.5900423,,0.065959608,,,0.77695087,0.657428321,,,0.303624715,,0.213364626,
30/04/2020,0.051480046,,,,,17.3937214,0.214083294,8744.430287,0.007393558,,,,,0.00255796,,,0.142295905,215.5481727,,,0.204671181,0.033818516,345.9732738,,0.069437819,,,0.839028835,0.741189014,,,1.2366461,,0.226028617,
1/5/2020,0.048008345,,,,,16.98087375,0.203092254,8610.635804,0.00721701,,,,,0.002442312,,,0.136365452,205.5560054,,,0.190856417,0.031513521,335.3718985,,0.067907898,,,0.760459348,0.693089721,,,1.230328276,,0.213100498,
2/5/2020,0.050066837,,,,,17.45178287,0.209701516,8824.818414,0.007461441,,,,,0.002489004,,,0.140082708,211.9682953,,,0.191643888,0.033816126,348.0156416,,0.066940812,,,0.773952997,0.716953932,,,1.344259882,,0.217639424,
3/5/2020,0.050944071,,,,,17.51966126,0.213831696,8966.307015,0.007821307,,,,,0.002532069,,,0.143245321,213.9430112,,,0.195523339,0.036775905,353.3431519,,0.067010737,,,0.819417085,0.712437893,,,1.26442597,,0.222927811,
4/5/2020,0.049620875,,,,,17.09493835,0.202521913,8888.671913,0.007640665,,,,,0.002514702,,,0.1361553,210.0247095,,,0.194416823,0.035196184,351.9553476,,0.064313531,,,0.779701166,0.686609817,,,1.30294918,,0.219399637,
5/5/2020,0.049330563,,,,,17.01924644,0.198786826,8884.407814,0.008505021,,,,,0.002485957,,,0.136251129,206.8325342,,,0.191713279,0.034898859,350.4812502,,0.063889389,,,0.765545197,0.672829741,,,1.254409935,,0.218335532,
6/5/2020,0.049433544,,,,,16.88323324,0.198658888,9003.240558,0.009399263,,,,,0.00249268,,,0.144429948,205.2251797,,,0.190237784,0.035193688,339.9161242,,0.069889485,,,0.844472076,0.650308149,,,1.244865616,,0.216658675,
7/5/2020,0.04984871,,,,,16.51209314,0.194981249,9144.68704,0.01053461,,,,,0.002515865,,,0.142503109,200.2547945,,,0.214363674,0.034596874,327.4236883,,0.068545733,,,0.839381019,0.619400358,,,1.208538605,,0.213168596,
8/5/2020,0.051670277,,,,,16.97350797,0.204016425,9959.166416,0.009856203,,,,,0.002679576,,,0.141774,212.2924762,,,0.194800128,0.036531202,344.0668504,,0.067500467,,,0.880767898,0.60893989,,,1.306712246,,0.219356856,
9/5/2020,0.051289724,,,,,17.17429639,0.207456303,9821.811315,0.009810783,,,,,0.002610649,,,0.14337156,211.6890484,,,0.194163238,0.039164625,338.7293234,,0.069960702,,,0.893629584,0.608939662,,,1.319547638,,0.218171259,
10/5/2020,0.05111067,,,,,16.83105799,0.196740126,9566.777187,0.008807266,,,,,0.002580034,,,0.144750192,210.4318181,,,0.186963396,0.037514985,338.8498058,,0.069777456,,,0.908338451,0.601791796,,,1.379935,,0.216236743,
11/5/2020,0.047632324,,,,,15.31910412,0.188412875,8752.617088,0.008502347,,,,,0.002431493,,,0.1424808,188.1372262,,,0.179541145,0.034257144,329.1356588,,0.073032876,,,0.796486196,0.541777929,,,1.162992285,,0.200870332,
12/5/2020,0.047783579,,,,,15.07906074,0.185901803,8604.751591,0.008703331,,,,,0.002414175,,,0.147924073,185.6747181,,,0.178915262,0.034099258,319.3656747,,0.068779976,,,0.775431819,0.513923496,,,0.913579056,,0.19388791,
13/05/2020,0.04986014,,,,,15.73790761,0.189074836,8788.466749,0.009266716,,,,,0.002464379,,,0.16099699,189.3057818,,,0.18520587,0.035735547,320.1477079,,0.078106666,,,0.778709953,0.533342654,,,1.18321457,,0.197123255,
14/05/2020,0.051907339,,,,,16.17874465,0.195616004,9283.086013,0.009942786,,,,,0.002552333,,,0.161341791,199.3693725,,,0.189022078,0.035994875,327.9280677,,0.079362248,,,0.76328149,0.553319102,,,1.274462422,,0.201803117,
15/05/2020,0.052328977,,,,,16.35433834,0.200637958,9796.494527,0.009797201,,,,,0.002608195,,,0.161679576,203.211247,,,0.187262725,0.037578483,328.176963,,0.076520499,,,0.817219318,0.574281422,,,1.234173335,,0.203391216,
16/05/2020,0.049655916,,,,,15.66553993,0.194103706,9309.295359,0.009300086,,,,,0.002472756,,,0.162793394,194.2730978,,,0.184572569,0.036073542,322.7310032,,0.076303643,,,0.823832634,0.556434196,,,1.205021292,,0.198476793,
17/05/2020,0.050789555,,,,,15.99885403,0.205833029,9375.297108,0.009815077,,,,,0.002515122,,,0.16159857,200.5833909,,,0.18547741,0.036099933,331.4675132,,0.081029725,,,0.844477771,0.598966111,,,1.295525364,,0.200685036,
18/05/2020,0.051874033,,,,,16.2809232,0.281836936,9666.327193,0.009790126,,,,,0.002559785,,,0.161987118,206.768894,,,0.193185513,0.036392,342.2805679,,0.089125715,,,0.816493649,0.615933745,,,1.338122295,,0.200663912,
19/05/2020,0.053301652,,,,,16.60987225,0.305561339,9708.439859,0.009608667,,,,,0.002544594,,,0.158074728,214.3576416,,,0.193197216,0.037792711,326.8780443,,0.084444428,,,0.845584369,0.647734445,,,1.383698447,,0.204639348,
20/05/2020,0.055955048,,,,,17.16757332,0.289576652,9760.198937,0.009628982,,,,,0.002546438,,,0.163957247,213.6867202,,,0.18779779,0.037452366,331.5384155,,0.088536695,,,0.832026351,0.621935751,,,1.350569212,,0.20474145,
21/05/2020,0.056296412,,,,,16.88145435,0.272889204,9526.507593,0.00962518,,,,,0.002492027,,,0.169093991,209.9207883,,,0.186424042,0.037298194,330.0320961,,0.091920624,,,0.817774782,0.579585935,,,1.375817438,,0.201871006,
22/05/2020,0.05255605,,,,,16.06690957,0.259678327,9059.962507,0.009066834,,,,,0.002417489,,,0.17670832,198.9175158,,,0.179572,0.035492087,314.8323901,,0.088545921,,,0.755715534,0.605566098,,,1.258453943,,0.195012166,
23/05/2020,0.054580987,,,,,16.42513379,0.320009288,9131.767275,0.009356244,,,,,0.002521307,,,0.172122762,206.2277296,,,0.182917921,0.037700592,330.0487014,,0.097228097,,,0.80686113,0.614983226,,,1.374986934,,0.199608869,
24/05/2020,0.055028978,,,,,16.47626663,0.371012441,9170.361064,0.00944633,,,,,0.002532384,,,0.175492536,206.411207,,,0.186008617,0.038818331,337.1109693,,0.100080911,,,0.819019834,0.608220171,,,1.377441579,,0.197549279,
25/05/2020,0.051658134,,,,,15.99211146,0.391703788,8731.848526,0.009111808,,,,,0.002425809,,,0.164898488,200.6907286,,,0.181350117,0.035414439,323.8076226,,0.097256188,,,0.783941684,0.546574172,,,1.243021386,,0.194190363,
26/05/2020,0.053459122,,,,,16.34363896,0.444603963,8883.69177,0.009855577,,,,,0.002501259,,,0.184051257,203.8101183,,,0.189055895,0.040382603,344.6748435,,0.097177435,,,0.78533404,0.602230411,,,1.359970898,,0.196854872,
27/05/2020,0.053489648,,,,,16.22291608,0.423570209,8839.130663,0.0098536,,,,,0.002507765,,,0.186114942,200.9636154,,,0.196041452,0.041352094,338.463929,,0.091065895,,,0.792010614,0.573139946,,,1.214603563,,0.194134598,
28/05/2020,0.055131898,,,,,16.45306049,0.524775728,9174.118564,0.009831658,,,,,0.002551119,,,0.209852116,207.8458939,,,0.19609258,0.040108107,345.1707191,,0.090601606,,,0.746463239,0.588400493,,,1.354002397,,0.197201758,
29/05/2020,0.063181704,,,,,17.0369407,0.653504111,9546.045635,0.010333374,,,,,0.002565347,,,0.204981318,219.5915641,,,0.197123205,0.039373178,351.43185,,0.092770043,,,0.74544496,0.572170088,,,1.395892942,,0.200796898,
30/05/2020,0.064406271,,,,,16.99585209,0.600771472,9427.120373,0.010976574,,,,,0.002501384,,,0.202158113,220.4911673,,,0.197815055,0.039747014,491.6393381,,0.09057856,,,0.745757446,0.577432313,,,1.377077637,,0.197905029,
31/05/2020,0.075151739,,,,,17.74005658,0.579457295,9662.705873,0.010956336,,,,,0.002604939,,,0.202290124,242.7097703,,,0.196571036,0.04012775,510.6420804,,0.095424615,,,0.801737008,0.585813238,,,1.545592053,,0.205774829,
1/6/2020,0.07445057,,,,,17.08047499,0.620031555,9466.961781,0.010817904,,,,,0.002554858,,,0.206920757,232.331003,,,0.197921161,0.040149495,459.7523207,,0.091883979,,,0.79459047,0.575677003,,,1.42206406,,0.20326871,
2/6/2020,0.080764819,,,,,17.86826731,0.619091888,10167.93069,0.011257502,,,,,0.00270227,,,0.207287953,248.0445666,,,0.200598584,0.041183202,460.6679328,,0.091112814,,,0.806004703,0.578975524,,,1.539681568,,0.21087235,
3/6/2020,0.078459642,,,,,17.27814409,0.593560087,9515.243859,0.011518939,,,,,0.002525698,,,0.199300882,237.2653201,,,0.199556142,0.040575181,443.6371122,,0.087858188,,,0.78021339,0.56581432,,,1.418948396,,0.203285879,
4/6/2020,0.084601757,,,,,17.53210204,0.623134395,9645.227869,0.012063665,,,,,0.002592893,,,0.198540666,244.1253366,,,0.202976747,0.041850148,424.4873879,,0.088953433,,,0.828764646,0.586205471,,,1.50299543,,0.203624703,
5/6/2020,0.087593182,,,,,17.76777119,0.592669086,9776.202992,0.012527899,,,,,0.002608096,,,0.195029539,243.7078213,,,0.216819579,0.042198041,432.2422948,,0.097172992,,,0.901577739,0.586755369,,,1.423103608,,0.204849845,
6/6/2020,0.08521898,,,,,17.64277721,0.579179064,9636.965527,0.012359369,,,,,0.002585623,,,0.200853261,240.246969,,,0.212125045,0.04119094,478.6145954,,0.090570739,,,0.900911576,0.656961105,,,1.485769565,,0.203138548,
7/6/2020,0.086176354,,,,,17.54423165,0.601078187,9662.858709,0.012181815,,,,,0.002584373,,,0.201093041,242.0216404,,,0.211445779,0.041337946,495.016828,,0.087607688,,,0.876530004,0.625417465,,,1.515362434,,0.203209597,
8/6/2020,0.086404042,,,,,17.38558548,0.741187287,9738.603357,0.012158294,,,,,0.00259806,,,0.196669149,244.2267444,,,0.215205317,0.040887962,542.4001039,,0.089047613,,,0.897723731,0.619374555,,,1.45563724,,0.202931895,
9/6/2020,0.086458669,,,,,17.39240121,0.722346972,9773.029513,0.012198176,,,,,0.002578948,,,0.205136899,246.2127833,,,0.218626543,0.04162807,555.4742429,,0.085990368,,,0.924602209,0.667680742,,,1.544847879,,0.204053656,
10/6/2020,0.083127072,,,,,17.35802858,0.722440888,9767.005317,0.012539581,,,,,0.002557012,,,0.201564583,243.8495267,,,0.223097965,0.04099304,696.5594127,,0.08642919,,,0.936721823,0.655418523,,,1.591487559,,0.201269147,
11/6/2020,0.083570722,,,,,17.40027023,0.84313436,9874.898682,0.012504002,,,,,0.002579249,,,0.208804438,247.5419715,,,0.22713784,0.043007842,668.1962022,,0.096441425,,,1.07508948,0.65036175,,,1.449792934,,0.202800053,
12/6/2020,0.075477952,,,,,16.31475985,0.755665112,9325.996856,0.011389885,,,,,0.002447401,,,0.185705661,232.0007854,,,0.20233979,0.040569994,610.4187692,,0.088477184,,,0.999874018,0.571998305,,,1.292024787,,0.190110492,
13/06/2020,0.079414306,,,,,16.63316676,0.841059746,9469.533298,0.011947998,,,,,0.002506142,,,0.191939259,237.5934109,,,0.211399403,0.042130642,591.2136491,,0.097473415,,,1.074249951,0.593356482,,,1.358079074,,0.193411718,
