Master calendar,cardano,avalanche-2,axie-infinity,badger-dao,balancer,binancecoin,bancor,bitcoin,chiliz,compound-governance-token,curve-dao-token,convex-finance,derivadao,dogecoin,polkadot,dydx,enjincoin,ethereum,instadapp,liquity,terra-luna,decentraland,maker,nxm,republic-protocol,rari-governance-token,the-sandbox,havven,solana,sushi,truefi,uma,uniswap,ripple,yearn-finance
28/04/2013,,,,,,,,135.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/04/2013,,,,,,,,141.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/04/2013,,,,,,,,135.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2013,,,,,,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/5/2013,,,,,,,,103.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/2013,,,,,,,,91.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2013,,,,,,,,111.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/2013,,,,,,,,116.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/5/2013,,,,,,,,118.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/2013,,,,,,,,106.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/2013,,,,,,,,112.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2013,,,,,,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/2013,,,,,,,,118.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2013,,,,,,,,113.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2013,,,,,,,,114.713,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/05/2013,,,,,,,,117.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/05/2013,,,,,,,,114.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/05/2013,,,,,,,,114.156,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/05/2013,,,,,,,,115.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/05/2013,,,,,,,,123.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/05/2013,,,,,,,,123.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/05/2013,,,,,,,,120.501,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/05/2013,,,,,,,,122.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2013,,,,,,,,122.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/05/2013,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/05/2013,,,,,,,,125.748,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/05/2013,,,,,,,,131.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/05/2013,,,,,,,,130.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/05/2013,,,,,,,,134.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/05/2013,,,,,,,,128.985,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/05/2013,,,,,,,,129.179,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/05/2013,,,,,,,,132.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/05/2013,,,,,,,,127.401,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/05/2013,,,,,,,,127.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2013,,,,,,,,129.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/2013,,,,,,,,121.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/2013,,,,,,,,121.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2013,,,,,,,,121.309,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/6/2013,,,,,,,,121.714,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/6/2013,,,,,,,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/2013,,,,,,,,110.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2013,,,,,,,,108.401,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/6/2013,,,,,,,,99.7497,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2013,,,,,,,,105.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2013,,,,,,,,108.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/06/2013,,,,,,,,108.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/06/2013,,,,,,,,102.769,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/06/2013,,,,,,,,98.399,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/06/2013,,,,,,,,99.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/06/2013,,,,,,,,100.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/06/2013,,,,,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/06/2013,,,,,,,,106.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/06/2013,,,,,,,,107.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/06/2013,,,,,,,,110.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/06/2013,,,,,,,,109.015,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/06/2013,,,,,,,,107.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/06/2013,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/06/2013,,,,,,,,102.443,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/06/2013,,,,,,,,103.691,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/06/2013,,,,,,,,103.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/06/2013,,,,,,,,99.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/06/2013,,,,,,,,93.3311,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/06/2013,,,,,,,,95.3886,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2013,,,,,,,,97.504,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/2013,,,,,,,,89.489,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2013,,,,,,,,90.797,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2013,,,,,,,,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2013,,,,,,,,78.48,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/7/2013,,,,,,,,67.809,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/7/2013,,,,,,,,68.0831,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/2013,,,,,,,,77.502,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/7/2013,,,,,,,,76.3915,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/7/2013,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2013,,,,,,,,85.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2013,,,,,,,,93.804,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2013,,,,,,,,88.0622,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/07/2013,,,,,,,,95.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/07/2013,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/07/2013,,,,,,,,97.301,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/07/2013,,,,,,,,98.9796,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/07/2013,,,,,,,,97.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/07/2013,,,,,,,,88.7869,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/07/2013,,,,,,,,91.572,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/07/2013,,,,,,,,89.28,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/07/2013,,,,,,,,90.3672,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/07/2013,,,,,,,,91.7024,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/07/2013,,,,,,,,94.5806,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/07/2013,,,,,,,,94.525,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/07/2013,,,,,,,,96.9499,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/07/2013,,,,,,,,94.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/07/2013,,,,,,,,94.005,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/07/2013,,,,,,,,98.5759,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/07/2013,,,,,,,,101.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/07/2013,,,,,,,,110.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2013,,,,,,,,106.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/2013,,,,,,,,101.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2013,,,,,,,,103.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/2013,,,,,,,,104.86,,,,,,,,,,,,,,,,,,,,,,,,,,0.00587384,
5/8/2013,,,,,,,,106.56,,,,,,,,,,,,,,,,,,,,,,,,,,0.00565258,
6/8/2013,,,,,,,,105.841,,,,,,,,,,,,,,,,,,,,,,,,,,0.00466886,
7/8/2013,,,,,,,,106.75,,,,,,,,,,,,,,,,,,,,,,,,,,0.00448605,
8/8/2013,,,,,,,,101.672,,,,,,,,,,,,,,,,,,,,,,,,,,0.00419553,
9/8/2013,,,,,,,,103.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.00427738,
10/8/2013,,,,,,,,102.71,,,,,,,,,,,,,,,,,,,,,,,,,,0.00431834,
11/8/2013,,,,,,,,103.77,,,,,,,,,,,,,,,,,,,,,,,,,,0.00437208,
12/8/2013,,,,,,,,105.18,,,,,,,,,,,,,,,,,,,,,,,,,,0.00439693,
13/08/2013,,,,,,,,106.068,,,,,,,,,,,,,,,,,,,,,,,,,,0.0042276,
14/08/2013,,,,,,,,111.621,,,,,,,,,,,,,,,,,,,,,,,,,,0.00384587,
15/08/2013,,,,,,,,111.87,,,,,,,,,,,,,,,,,,,,,,,,,,0.00332756,
16/08/2013,,,,,,,,109.867,,,,,,,,,,,,,,,,,,,,,,,,,,0.0029013,
17/08/2013,,,,,,,,112.74,,,,,,,,,,,,,,,,,,,,,,,,,,0.00549521,
18/08/2013,,,,,,,,114.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.00619764,
19/08/2013,,,,,,,,118.782,,,,,,,,,,,,,,,,,,,,,,,,,,0.00555976,
20/08/2013,,,,,,,,120.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.00606081,
21/08/2013,,,,,,,,121.51,,,,,,,,,,,,,,,,,,,,,,,,,,0.00633807,
22/08/2013,,,,,,,,122.499,,,,,,,,,,,,,,,,,,,,,,,,,,0.0059671,
23/08/2013,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,0.0051352,
24/08/2013,,,,,,,,120.44,,,,,,,,,,,,,,,,,,,,,,,,,,0.00552798,
25/08/2013,,,,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,0.00609973,
26/08/2013,,,,,,,,122.04,,,,,,,,,,,,,,,,,,,,,,,,,,0.0064659,
27/08/2013,,,,,,,,125.67,,,,,,,,,,,,,,,,,,,,,,,,,,0.00641998,
28/08/2013,,,,,,,,123.02,,,,,,,,,,,,,,,,,,,,,,,,,,0.00634881,
29/08/2013,,,,,,,,123.44,,,,,,,,,,,,,,,,,,,,,,,,,,0.00582002,
30/08/2013,,,,,,,,129.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.00604502,
31/08/2013,,,,,,,,137.76,,,,,,,,,,,,,,,,,,,,,,,,,,0.00586333,
1/9/2013,,,,,,,,138.17,,,,,,,,,,,,,,,,,,,,,,,,,,0.00580064,
2/9/2013,,,,,,,,137.17,,,,,,,,,,,,,,,,,,,,,,,,,,0.00562712,
3/9/2013,,,,,,,,137.51,,,,,,,,,,,,,,,,,,,,,,,,,,0.00567312,
4/9/2013,,,,,,,,135.21,,,,,,,,,,,,,,,,,,,,,,,,,,0.005577,
5/9/2013,,,,,,,,129.96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00583863,
6/9/2013,,,,,,,,126.13,,,,,,,,,,,,,,,,,,,,,,,,,,0.0059111,
7/9/2013,,,,,,,,123.73,,,,,,,,,,,,,,,,,,,,,,,,,,0.006188,
8/9/2013,,,,,,,,121.77,,,,,,,,,,,,,,,,,,,,,,,,,,0.00614238,
9/9/2013,,,,,,,,126.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.00618881,
10/9/2013,,,,,,,,127.78,,,,,,,,,,,,,,,,,,,,,,,,,,0.00585396,
11/9/2013,,,,,,,,131.65,,,,,,,,,,,,,,,,,,,,,,,,,,0.00608146,
12/9/2013,,,,,,,,134.22,,,,,,,,,,,,,,,,,,,,,,,,,,0.00642623,
13/09/2013,,,,,,,,135.05,,,,,,,,,,,,,,,,,,,,,,,,,,0.0065889,
14/09/2013,,,,,,,,131.39,,,,,,,,,,,,,,,,,,,,,,,,,,0.00634135,
15/09/2013,,,,,,,,129.95,,,,,,,,,,,,,,,,,,,,,,,,,,0.0064294,
16/09/2013,,,,,,,,131.48,,,,,,,,,,,,,,,,,,,,,,,,,,0.00704318,
17/09/2013,,,,,,,,131.31,,,,,,,,,,,,,,,,,,,,,,,,,,0.00961002,
18/09/2013,,,,,,,,132.06,,,,,,,,,,,,,,,,,,,,,,,,,,0.0108464,
19/09/2013,,,,,,,,130.23,,,,,,,,,,,,,,,,,,,,,,,,,,0.0111217,
20/09/2013,,,,,,,,128.57,,,,,,,,,,,,,,,,,,,,,,,,,,0.0101137,
21/09/2013,,,,,,,,126.78,,,,,,,,,,,,,,,,,,,,,,,,,,0.00974518,
22/09/2013,,,,,,,,128.37,,,,,,,,,,,,,,,,,,,,,,,,,,0.0104008,
23/09/2013,,,,,,,,126.73,,,,,,,,,,,,,,,,,,,,,,,,,,0.0100193,
24/09/2013,,,,,,,,126.09,,,,,,,,,,,,,,,,,,,,,,,,,,0.010433,
25/09/2013,,,,,,,,127.99,,,,,,,,,,,,,,,,,,,,,,,,,,0.0105899,
26/09/2013,,,,,,,,128.02,,,,,,,,,,,,,,,,,,,,,,,,,,0.011676,
27/09/2013,,,,,,,,131.84,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/09/2013,,,,,,,,133.93,,,,,,,,,,,,,,,,,,,,,,,,,,0.0143469,
29/09/2013,,,,,,,,140.28,,,,,,,,,,,,,,,,,,,,,,,,,,0.0141405,
30/09/2013,,,,,,,,131.65,,,,,,,,,,,,,,,,,,,,,,,,,,0.0110409,
1/10/2013,,,,,,,,132.55,,,,,,,,,,,,,,,,,,,,,,,,,,0.0119368,
2/10/2013,,,,,,,,132.04,,,,,,,,,,,,,,,,,,,,,,,,,,0.00930593,
3/10/2013,,,,,,,,123.07,,,,,,,,,,,,,,,,,,,,,,,,,,0.00840092,
4/10/2013,,,,,,,,128.26,,,,,,,,,,,,,,,,,,,,,,,,,,0.00946689,
5/10/2013,,,,,,,,129.57,,,,,,,,,,,,,,,,,,,,,,,,,,0.0092795,
6/10/2013,,,,,,,,127.56,,,,,,,,,,,,,,,,,,,,,,,,,,0.0103753,
7/10/2013,,,,,,,,128.38,,,,,,,,,,,,,,,,,,,,,,,,,,0.00933073,
8/10/2013,,,,,,,,125.72,,,,,,,,,,,,,,,,,,,,,,,,,,0.00971878,
9/10/2013,,,,,,,,130.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.00944168,
10/10/2013,,,,,,,,129.68,,,,,,,,,,,,,,,,,,,,,,,,,,0.010089,
11/10/2013,,,,,,,,130.27,,,,,,,,,,,,,,,,,,,,,,,,,,0.00906698,
12/10/2013,,,,,,,,135.35,,,,,,,,,,,,,,,,,,,,,,,,,,0.00891616,
13/10/2013,,,,,,,,135.48,,,,,,,,,,,,,,,,,,,,,,,,,,0.00889263,
14/10/2013,,,,,,,,140.48,,,,,,,,,,,,,,,,,,,,,,,,,,0.00853884,
15/10/2013,,,,,,,,143.89,,,,,,,,,,,,,,,,,,,,,,,,,,0.00798699,
16/10/2013,,,,,,,,143.61,,,,,,,,,,,,,,,,,,,,,,,,,,0.00758473,
17/10/2013,,,,,,,,146.15,,,,,,,,,,,,,,,,,,,,,,,,,,0.00776452,
18/10/2013,,,,,,,,151.34,,,,,,,,,,,,,,,,,,,,,,,,,,0.00776709,
19/10/2013,,,,,,,,170.51,,,,,,,,,,,,,,,,,,,,,,,,,,0.00729291,
20/10/2013,,,,,,,,172.01,,,,,,,,,,,,,,,,,,,,,,,,,,0.00753032,
21/10/2013,,,,,,,,181.41,,,,,,,,,,,,,,,,,,,,,,,,,,0.00674171,
22/10/2013,,,,,,,,193.45,,,,,,,,,,,,,,,,,,,,,,,,,,0.00678454,
23/10/2013,,,,,,,,206.78,,,,,,,,,,,,,,,,,,,,,,,,,,0.0074298,
24/10/2013,,,,,,,,198.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.00872816,
25/10/2013,,,,,,,,172.48,,,,,,,,,,,,,,,,,,,,,,,,,,0.00693994,
26/10/2013,,,,,,,,178.96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00630711,
27/10/2013,,,,,,,,189.83,,,,,,,,,,,,,,,,,,,,,,,,,,0.00664484,
28/10/2013,,,,,,,,198.55,,,,,,,,,,,,,,,,,,,,,,,,,,0.0063276,
29/10/2013,,,,,,,,204.39,,,,,,,,,,,,,,,,,,,,,,,,,,0.00593466,
30/10/2013,,,,,,,,204.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.00605789,
31/10/2013,,,,,,,,203.88,,,,,,,,,,,,,,,,,,,,,,,,,,0.00599734,
1/11/2013,,,,,,,,205.26,,,,,,,,,,,,,,,,,,,,,,,,,,0.00618308,
2/11/2013,,,,,,,,206.89,,,,,,,,,,,,,,,,,,,,,,,,,,0.00653112,
3/11/2013,,,,,,,,212.45,,,,,,,,,,,,,,,,,,,,,,,,,,0.00715258,
4/11/2013,,,,,,,,226.28,,,,,,,,,,,,,,,,,,,,,,,,,,0.00719038,
5/11/2013,,,,,,,,230.63,,,,,,,,,,,,,,,,,,,,,,,,,,0.0069937,
6/11/2013,,,,,,,,260.85,,,,,,,,,,,,,,,,,,,,,,,,,,0.00775965,
7/11/2013,,,,,,,,295.63,,,,,,,,,,,,,,,,,,,,,,,,,,0.00889267,
8/11/2013,,,,,,,,332.02,,,,,,,,,,,,,,,,,,,,,,,,,,0.0105597,
9/11/2013,,,,,,,,358,,,,,,,,,,,,,,,,,,,,,,,,,,0.00881359,
10/11/2013,,,,,,,,313,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2013,,,,,,,,340.55,,,,,,,,,,,,,,,,,,,,,,,,,,0.00837478,
12/11/2013,,,,,,,,355.48,,,,,,,,,,,,,,,,,,,,,,,,,,0.00892624,
13/11/2013,,,,,,,,404.17,,,,,,,,,,,,,,,,,,,,,,,,,,0.0105099,
14/11/2013,,,,,,,,408.84,,,,,,,,,,,,,,,,,,,,,,,,,,0.00987478,
15/11/2013,,,,,,,,424.16,,,,,,,,,,,,,,,,,,,,,,,,,,0.0096295,
16/11/2013,,,,,,,,437.41,,,,,,,,,,,,,,,,,,,,,,,,,,0.00998194,
17/11/2013,,,,,,,,488.36,,,,,,,,,,,,,,,,,,,,,,,,,,0.0103268,
18/11/2013,,,,,,,,580.87,,,,,,,,,,,,,,,,,,,,,,,,,,0.0109638,
19/11/2013,,,,,,,,614.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.0082943,
20/11/2013,,,,,,,,565.34,,,,,,,,,,,,,,,,,,,,,,,,,,0.00728586,
21/11/2013,,,,,,,,675.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/11/2013,,,,,,,,731.15,,,,,,,,,,,,,,,,,,,,,,,,,,0.008754,
23/11/2013,,,,,,,,819.31,,,,,,,,,,,,,,,,,,,,,,,,,,0.00995799,
24/11/2013,,,,,,,,764.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/11/2013,,,,,,,,793.07,,,,,,,,,,,,,,,,,,,,,,,,,,0.0134786,
26/11/2013,,,,,,,,832.93,,,,,,,,,,,,,,,,,,,,,,,,,,0.0230756,
27/11/2013,,,,,,,,914.13,,,,,,,,,,,,,,,,,,,,,,,,,,0.0234877,
28/11/2013,,,,,,,,979.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/11/2013,,,,,,,,1101.83,,,,,,,,,,,,,,,,,,,,,,,,,,0.0297636,
30/11/2013,,,,,,,,1127.45,,,,,,,,,,,,,,,,,,,,,,,,,,0.0357765,
1/12/2013,,,,,,,,1033.39,,,,,,,,,,,,,,,,,,,,,,,,,,0.0527312,
2/12/2013,,,,,,,,974.03,,,,,,,,,,,,,,,,,,,,,,,,,,0.0575158,
3/12/2013,,,,,,,,1078.64,,,,,,,,,,,,,,,,,,,,,,,,,,0.0491969,
4/12/2013,,,,,,,,1121.48,,,,,,,,,,,,,,,,,,,,,,,,,,0.0543969,
5/12/2013,,,,,,,,989.04,,,,,,,,,,,,,,,,,,,,,,,,,,0.0541564,
6/12/2013,,,,,,,,1019.66,,,,,,,,,,,,,,,,,,,,,,,,,,0.0469207,
7/12/2013,,,,,,,,811.98,,,,,,,,,,,,,,,,,,,,,,,,,,0.0346756,
8/12/2013,,,,,,,,743.11,,,,,,,,,,,,,,,,,,,,,,,,,,0.034439,
9/12/2013,,,,,,,,897.89,,,,,,,,,,,,,,,,,,,,,,,,,,0.0386676,
10/12/2013,,,,,,,,927.78,,,,,,,,,,,,,,,,,,,,,,,,,,0.0437476,
11/12/2013,,,,,,,,887.08,,,,,,,,,,,,,,,,,,,,,,,,,,0.0380613,
12/12/2013,,,,,,,,878.17,,,,,,,,,,,,,,,,,,,,,,,,,,0.034566,
13/12/2013,,,,,,,,897.27,,,,,,,,,,,,,,,,,,,,,,,,,,0.034352,
14/12/2013,,,,,,,,866.99,,,,,,,,,,,,,,,,,,,,,,,,,,0.0322093,
15/12/2013,,,,,,,,854.62,,,,,,0.000558776,,,,,,,,,,,,,,,,,,,,0.0290606,
16/12/2013,,,,,,,,789.15,,,,,,,,,,,,,,,,,,,,,,,,,,0.0234149,
17/12/2013,,,,,,,,691.65,,,,,,0.000218176,,,,,,,,,,,,,,,,,,,,0.0183658,
18/12/2013,,,,,,,,559.36,,,,,,0.000267749,,,,,,,,,,,,,,,,,,,,0.0168461,
19/12/2013,,,,,,,,677.84,,,,,,0.000475099,,,,,,,,,,,,,,,,,,,,0.0207833,
20/12/2013,,,,,,,,694.25,,,,,,0.000988898,,,,,,,,,,,,,,,,,,,,0.0214271,
21/12/2013,,,,,,,,596.12,,,,,,0.000437897,,,,,,,,,,,,,,,,,,,,0.0215525,
22/12/2013,,,,,,,,650.27,,,,,,0.00040512,,,,,,,,,,,,,,,,,,,,0.0220126,
23/12/2013,,,,,,,,645.75,,,,,,0.000329784,,,,,,,,,,,,,,,,,,,,0.0231614,
24/12/2013,,,,,,,,659.94,,,,,,0.000711694,,,,,,,,,,,,,,,,,,,,0.0225342,
25/12/2013,,,,,,,,668.74,,,,,,0.000581665,,,,,,,,,,,,,,,,,,,,0.0219629,
26/12/2013,,,,,,,,734.59,,,,,,0.000557068,,,,,,,,,,,,,,,,,,,,0.0243375,
27/12/2013,,,,,,,,734.27,,,,,,0.000543996,,,,,,,,,,,,,,,,,,,,0.0264432,
28/12/2013,,,,,,,,738.81,,,,,,0.000532584,,,,,,,,,,,,,,,,,,,,0.0273354,
29/12/2013,,,,,,,,726.47,,,,,,0.000411506,,,,,,,,,,,,,,,,,,,,0.0272621,
30/12/2013,,,,,,,,760.52,,,,,,0.000439315,,,,,,,,,,,,,,,,,,,,0.0276683,
31/12/2013,,,,,,,,755.16,,,,,,0.000439037,,,,,,,,,,,,,,,,,,,,0.0274381,
1/1/2014,,,,,,,,767.74,,,,,,0.000430158,,,,,,,,,,,,,,,,,,,,0.0270432,
2/1/2014,,,,,,,,772.53,,,,,,0.000350672,,,,,,,,,,,,,,,,,,,,0.028997,
3/1/2014,,,,,,,,825.47,,,,,,0.000316052,,,,,,,,,,,,,,,,,,,,0.0276943,
4/1/2014,,,,,,,,849.14,,,,,,0.000283071,,,,,,,,,,,,,,,,,,,,0.0280872,
5/1/2014,,,,,,,,919.41,,,,,,0.000271539,,,,,,,,,,,,,,,,,,,,0.0249197,
6/1/2014,,,,,,,,936.38,,,,,,0.000253149,,,,,,,,,,,,,,,,,,,,0.0255103,
7/1/2014,,,,,,,,826.5,,,,,,0.000230597,,,,,,,,,,,,,,,,,,,,0.0237737,
8/1/2014,,,,,,,,838.32,,,,,,0.000208132,,,,,,,,,,,,,,,,,,,,0.0231652,
9/1/2014,,,,,,,,853.29,,,,,,0.000248608,,,,,,,,,,,,,,,,,,,,0.0226096,
10/1/2014,,,,,,,,863.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0225619,
11/1/2014,,,,,,,,905.72,,,,,,0.000362246,,,,,,,,,,,,,,,,,,,,0.0239417,
12/1/2014,,,,,,,,867.45,,,,,,0.000361226,,,,,,,,,,,,,,,,,,,,0.0221986,
13/01/2014,,,,,,,,840.96,,,,,,0.000330092,,,,,,,,,,,,,,,,,,,,0.0216556,
14/01/2014,,,,,,,,838.05,,,,,,0.000287256,,,,,,,,,,,,,,,,,,,,0.021214,
15/01/2014,,,,,,,,860.44,,,,,,0.000349957,,,,,,,,,,,,,,,,,,,,0.0222549,
16/01/2014,,,,,,,,837.98,,,,,,0.000415157,,,,,,,,,,,,,,,,,,,,0.0210663,
17/01/2014,,,,,,,,812.9,,,,,,0.000392365,,,,,,,,,,,,,,,,,,,,0.0204377,
18/01/2014,,,,,,,,840,,,,,,0.000428886,,,,,,,,,,,,,,,,,,,,0.0211652,
19/01/2014,,,,,,,,838.17,,,,,,0.00058569,,,,,,,,,,,,,,,,,,,,0.0213437,
20/01/2014,,,,,,,,869.15,,,,,,0.000775166,,,,,,,,,,,,,,,,,,,,0.0207658,
21/01/2014,,,,,,,,869.57,,,,,,0.00182836,,,,,,,,,,,,,,,,,,,,0.0199247,
22/01/2014,,,,,,,,865.03,,,,,,0.00180151,,,,,,,,,,,,,,,,,,,,0.0199726,
23/01/2014,,,,,,,,846.97,,,,,,0.00154185,,,,,,,,,,,,,,,,,,,,0.0191161,
24/01/2014,,,,,,,,808.32,,,,,,0.00166759,,,,,,,,,,,,,,,,,,,,0.0182854,
25/01/2014,,,,,,,,804.39,,,,,,0.00181085,,,,,,,,,,,,,,,,,,,,0.0185526,
26/01/2014,,,,,,,,853.51,,,,,,0.00176971,,,,,,,,,,,,,,,,,,,,0.0191786,
27/01/2014,,,,,,,,891.86,,,,,,0.001627,,,,,,,,,,,,,,,,,,,,0.0204128,
28/01/2014,,,,,,,,777,,,,,,0.00134193,,,,,,,,,,,,,,,,,,,,0.0209537,
29/01/2014,,,,,,,,816.85,,,,,,0.00138856,,,,,,,,,,,,,,,,,,,,0.0204254,
30/01/2014,,,,,,,,817.17,,,,,,0.00147485,,,,,,,,,,,,,,,,,,,,0.0203404,
31/01/2014,,,,,,,,817.93,,,,,,0.00153493,,,,,,,,,,,,,,,,,,,,0.0203371,
1/2/2014,,,,,,,,832.52,,,,,,0.00151513,,,,,,,,,,,,,,,,,,,,0.0206331,
2/2/2014,,,,,,,,836.41,,,,,,0.00141438,,,,,,,,,,,,,,,,,,,,0.0208784,
3/2/2014,,,,,,,,813.38,,,,,,0.0013343,,,,,,,,,,,,,,,,,,,,0.0214641,
