,Unnamed: 0,asset,strike_pct,duration,util,mood,train_start_date,train_end_date,date_start,date_end,strike,years,max_drawdown_percentiles,cagr_percentiles,sharpe_percentiles,asset_label,kelly_params,engine,0_percentile_max_drawdown,25_percentile_max_drawdown,50_percentile_max_drawdown,75_percentile_max_drawdown,100_percentile_max_drawdown,0_percentile_cagr,25_percentile_cagr,50_percentile_cagr,75_percentile_cagr,100_percentile_cagr
40,40,Binance Coin,-20.0,1,0.5,Full History,2017-08-14,2021-10-31,2017-08-14,2021-10-31,0.8,2.73972602739726,[0.01067241 0.08682305 0.15079343 0.21595962 0.51272705],[-0.2004918  -0.02943808  0.01808132  0.05899111  0.13853863],[-0.0598225  -0.0105601   0.01310723  0.04343598  0.97676657],Binance Coin_S=-20.0_D=1_M=Full History,[1.41985133e-04 4.17325169e-01 9.93562451e+01 6.71252201e-04],kelly,0.010672411546962768,0.08682305442309429,0.15079342692040013,0.2159596234672663,0.5127270490849006,-0.20049179762343838,-0.029438080146721723,0.018081321303155096,0.058991112060931605,0.13853863020378765
41,41,Binance Coin,-20.0,7,0.5,Full History,2017-08-14,2021-10-31,2017-08-14,2021-10-31,0.8,2.73972602739726,[0.02877678 0.11226542 0.16994247 0.2381415  0.58908592],[-0.26118585 -0.03454755  0.01444966  0.06402751  0.18514794],[-0.06929663 -0.01116118  0.01010072  0.04072663  0.28506579],Binance Coin_S=-20.0_D=7_M=Full History,[1.15481080e-03 3.72800020e-01 9.94219996e+01 6.88685624e-03],kelly,0.028776784948238567,0.11226542073914479,0.16994247043483657,0.23814149672070928,0.5890859235153364,-0.26118584826974744,-0.03454755263482087,0.014449660760716854,0.0640275060754405,0.18514793696220933
42,42,Binance Coin,-20.0,14,0.5,Full History,2017-08-14,2021-10-31,2017-08-14,2021-10-31,0.8,2.73972602739726,[0.02164393 0.13594443 0.20023632 0.2710742  0.62666821],[-0.26768409 -0.04382157  0.02512282  0.08488144  0.23088025],[-0.05721291 -0.01044891  0.01364829  0.04411464  0.24007918],Binance Coin_S=-20.0_D=14_M=Full History,[0.00308807 0.77238575 0.70610333 0.01592295],kelly,0.021643925590775437,0.13594442559283793,0.20023631803615544,0.27107419982547465,0.6266682062047871,-0.2676840938219227,-0.04382157254851601,0.025122817590222724,0.08488144414712268,0.2308802531204408
43,43,Binance Coin,-20.0,30,0.5,Full History,2017-08-14,2021-10-31,2017-08-14,2021-10-31,0.8,2.73972602739726,[0.         0.16797658 0.23988791 0.3534402  0.6630805 ],[-0.32227302 -0.05271062  0.0365553   0.11593131  0.28793949],[-0.06019002 -0.00865084  0.01631486  0.04522462  0.18473574],Binance Coin_S=-20.0_D=30_M=Full History,[0.01049899 0.92824605 0.87787503 0.03652727],kelly,0.0,0.16797657962033574,0.2398879100837166,0.3534401975343352,0.6630804978999053,-0.3222730172203303,-0.052710622063162044,0.036555302453562755,0.11593130806750956,0.28793949338787383
44,44,Binance Coin,-10.0,1,0.5,Full History,2017-08-14,2021-10-31,2017-08-14,2021-10-31,0.9,2.73972602739726,[0.06540845 0.20243062 0.27526087 0.36493748 0.69343703],[-0.30193797 -0.05322956  0.03506996  0.10584261  0.36153239],[-0.05819556 -0.00776213  0.01503362  0.03772855  0.20893976],Binance Coin_S=-10.0_D=1_M=Full History,[4.52010209e-04 4.90710590e-01 9.96008241e+01 2.39986849e-03],kelly,0.065408451259692,0.20243061521014172,0.2752608730265164,0.3649374783389963,0.6934370311911288,-0.3019379682050436,-0.053229564838850524,0.03506996143142305,0.10584261290671293,0.3615323892040261
45,45,Binance Coin,-10.0,7,0.5,Full History,2017-08-14,2021-10-31,2017-08-14,2021-10-31,0.9,2.73972602739726,[0.09060781 0.24707702 0.33020681 0.41997632 0.75740033],[-0.32220601 -0.06372455  0.02617466  0.13055155  0.45351845],[-0.05714715 -0.00676778  0.012354    0.03765221  0.1490753 ],Binance Coin_S=-10.0_D=7_M=Full History,[0.00407219 0.78028946 0.72192656 0.02217691],kelly,0.09060780700639454,0.24707701529709405,0.3302068097914983,0.4199763191505822,0.7574003265128643,-0.32220601481655686,-0.06372454804178929,0.026174656874281665,0.13055155208175917,0.45351845439730143
46,46,Binance Coin,-10.0,14,0.5,Full History,2017-08-14,2021-10-31,2017-08-14,2021-10-31,0.9,2.73972602739726,[0.07643779 0.22702856 0.30547366 0.40594417 0.77594832],[-0.39753724 -0.05468219  0.05193926  0.14599515  0.48877801],[-0.06921016 -0.00596972  0.01843413  0.04145362  0.18190671],Binance Coin_S=-10.0_D=14_M=Full History,[0.00800799 0.78450416 0.7080881  0.03803339],kelly,0.07643778893836375,0.22702855681529188,0.30547365841707086,0.4059441675872079,0.7759483172285027,-0.39753723853674683,-0.05468218681458001,0.05193925811598232,0.14599514919265433,0.48877801311140545
47,47,Binance Coin,-10.0,30,0.5,Full History,2017-08-14,2021-10-31,2017-08-14,2021-10-31,0.9,2.73972602739726,[0.00497909 0.17682044 0.25666599 0.35770629 0.73941572],[-0.36158831 -0.0477215   0.0482094   0.13591154  0.38483309],[-0.06423848 -0.00628816  0.01882503  0.04540236  0.17773181],Binance Coin_S=-10.0_D=30_M=Full History,[0.01301389 0.84044988 0.724978   0.05113116],kelly,0.004979092562596526,0.17682043892913876,0.25666599275871005,0.35770628654354,0.7394157193905598,-0.3615883127123949,-0.04772150469418476,0.048209397541813526,0.135911537295497,0.38483308732544086
48,48,Binance Coin,0.0,1,0.5,Full History,2017-08-14,2021-10-31,2017-08-14,2021-10-31,1.0,2.73972602739726,[0.18943352 0.36441604 0.4745029  0.58232062 0.90699279],[-0.53864291 -0.08419169  0.06342545  0.23502042  1.09210831],[-0.08198619 -0.00202338  0.01898185  0.04161398  0.14448196],Binance Coin_S=0.0_D=1_M=Full History,[0.00143125 0.60126124 0.68271853 0.01915019],kelly,0.1894335173511286,0.3644160397674997,0.47450289637040033,0.5823206203429235,0.9069927937537111,-0.5386429110790146,-0.08419168753227108,0.06342544988103216,0.2350204150994043,1.0921083100681197
49,49,Binance Coin,0.0,7,0.5,Full History,2017-08-14,2021-10-31,2017-08-14,2021-10-31,1.0,2.73972602739726,[0.15440332 0.31841971 0.41195973 0.51507934 0.88903951],[-0.49341345 -0.05147056  0.06190807  0.19765207  0.81006077],[-0.07382613  0.00078984  0.01886097  0.04151333  0.14791931],Binance Coin_S=0.0_D=7_M=Full History,[0.00750455 0.67306506 0.69267726 0.05062287],kelly,0.15440332053064146,0.31841970844032064,0.4119597340385289,0.5150793401833953,0.8890395052311881,-0.4934134476383344,-0.05147055572486969,0.061908068309497244,0.19765206587565637,0.8100607664081763
50,50,Binance Coin,0.0,14,0.5,Full History,2017-08-14,2021-10-31,2017-08-14,2021-10-31,1.0,2.73972602739726,[0.09231612 0.27850412 0.35525281 0.45200515 0.73144147],[-0.37398979 -0.05344574  0.05632319  0.18470754  0.58741991],[-0.06932636 -0.00231338  0.01840512  0.04337147  0.12668859],Binance Coin_S=0.0_D=14_M=Full History,[0.01097003 0.65237856 0.64645488 0.06396387],kelly,0.0923161165438739,0.27850412395952384,0.3552528071241805,0.45200514976523726,0.7314414684906189,-0.3739897940259813,-0.053445740838876404,0.05632319030478261,0.18470754496904668,0.5874199079328088
51,51,Binance Coin,0.0,30,0.5,Full History,2017-08-14,2021-10-31,2017-08-14,2021-10-31,1.0,2.73972602739726,[0.0109325  0.21963434 0.31461689 0.40938973 0.72690547],[-0.34155521 -0.06232966  0.03173844  0.1474999   0.49828883],[-0.05763553 -0.00679259  0.0136075   0.04205648  0.17180147],Binance Coin_S=0.0_D=30_M=Full History,[0.01750933 0.7686516  0.66841278 0.07374857],kelly,0.010932504446699536,0.21963434133519802,0.3146168886763392,0.4093897319060569,0.7269054650201681,-0.34155520928558614,-0.062329658090936824,0.03173844195440734,0.14749990446806727,0.49828883212817554
52,52,Binance Coin,10.0,1,0.5,Full History,2017-08-14,2021-10-31,2017-08-14,2021-10-31,1.1,2.73972602739726,[0.25246676 0.45305941 0.54745666 0.6616701  0.91402767],[-0.53870429 -0.07725924  0.1360347   0.40663     1.90583229],[-0.06831424  0.00438167  0.0267899   0.0501735   0.13403589],Binance Coin_S=10.0_D=1_M=Full History,[2.73386142e-03 2.78233786e-01 9.99880676e+01 8.96668723e-02],kelly,0.2524667584771847,0.45305940973817854,0.5474566606037954,0.6616701036218502,0.91402766517793,-0.5387042905090327,-0.07725923763959985,0.13603469965666215,0.40662999537545114,1.9058322876623848
53,53,Binance Coin,10.0,7,0.5,Full History,2017-08-14,2021-10-31,2017-08-14,2021-10-31,1.1,2.73972602739726,[0.10924795 0.3556697  0.45068795 0.57130642 0.93935242],[-0.63456961 -0.07575999  0.09144498  0.27641306  1.46437268],[-0.10182974 -0.00070551  0.02243024  0.04458194  0.17225648],Binance Coin_S=10.0_D=7_M=Full History,[0.01103374 0.53216817 0.66654983 0.09829093],kelly,0.10924795391732935,0.35566969603120036,0.45068794938191536,0.5713064169403923,0.9393524172751713,-0.6345696076999607,-0.07575999028167063,0.09144497960445319,0.2764130603281828,1.4643726802683297
54,54,Binance Coin,10.0,14,0.5,Full History,2017-08-14,2021-10-31,2017-08-14,2021-10-31,1.1,2.73972602739726,[0.16445097 0.31306827 0.39489952 0.52402566 0.84579353],[-0.44419141 -0.05370943  0.08864486  0.23101835  0.94700427],[-0.06898723  0.00044845  0.02237     0.04296991  0.13759842],Binance Coin_S=10.0_D=14_M=Full History,[0.01730653 0.57274105 0.60197109 0.10506316],kelly,0.16445097413485837,0.31306826801381926,0.3948995214252564,0.5240256619305785,0.8457935336494073,-0.444191413294882,-0.05370943269820985,0.08864485545246992,0.23101834959128054,0.9470042682181123
55,55,Binance Coin,10.0,30,0.5,Full History,2017-08-14,2021-10-31,2017-08-14,2021-10-31,1.1,2.73972602739726,[0.1083234  0.25617294 0.3538455  0.45678143 0.80455315],[-0.38143731 -0.08023393  0.05212659  0.1758647   0.5906848 ],[-0.057672   -0.00664784  0.01740542  0.04102237  0.12397449],Binance Coin_S=10.0_D=30_M=Full History,[0.02522895 0.65298422 0.61007471 0.11650721],kelly,0.10832340471715712,0.2561729390253876,0.35384550045263136,0.45678142651419273,0.8045531459418435,-0.3814373116046198,-0.08023393164664616,0.052126590204155554,0.1758647022070487,0.5906847958359569
56,56,Binance Coin,20.0,1,0.5,Full History,2017-08-14,2021-10-31,2017-08-14,2021-10-31,1.2,2.73972602739726,[0.25141708 0.45219307 0.54809589 0.65066396 0.93430427],[-0.55809014 -0.05480818  0.1707579   0.38045975  1.92549885],[-0.0631979   0.00685421  0.0296632   0.04685274  0.12432931],Binance Coin_S=20.0_D=1_M=Full History,[2.79860385e-03 2.47676920e-01 9.99989864e+01 1.63016418e-01],kelly,0.25141708275318453,0.4521930682811087,0.5480958857444813,0.6506639588371657,0.9343042657420505,-0.5580901378568476,-0.054808184237085444,0.17075790047025863,0.3804597451522393,1.9254988530435924
57,57,Binance Coin,20.0,7,0.5,Full History,2017-08-14,2021-10-31,2017-08-14,2021-10-31,1.2,2.73972602739726,[0.15827871 0.3857773  0.48624507 0.60035398 0.90704115],[-0.50760242 -0.09048458  0.07167541  0.28572717  1.19230034],[-0.07095975 -0.00017481  0.01984481  0.04283332  0.11799887],Binance Coin_S=20.0_D=7_M=Full History,[0.01327461 0.35838175 0.6803093  0.14952088],kelly,0.15827870629769517,0.3857772969168317,0.486245074738047,0.6003539818303225,0.9070411548253436,-0.5076024191366579,-0.09048458418525232,0.07167541050096105,0.28572716554958805,1.1923003391691966
58,58,Binance Coin,20.0,14,0.5,Full History,2017-08-14,2021-10-31,2017-08-14,2021-10-31,1.2,2.73972602739726,[0.13728874 0.35185543 0.45497388 0.55446299 0.88115362],[-0.51042738 -0.10871359  0.06188864  0.22585003  0.86202837],[-0.07648426 -0.00623773  0.01852507  0.04073396  0.11439898],Binance Coin_S=20.0_D=14_M=Full History,[0.01988143 0.50379026 0.62824862 0.1431071 ],kelly,0.13728873727704866,0.35185543124526675,0.4549738804000703,0.5544629915164879,0.8811536222552562,-0.5104273836958132,-0.10871358601118217,0.06188864308475428,0.22585002556796968,0.8620283695146651
59,59,Binance Coin,20.0,30,0.5,Full History,2017-08-14,2021-10-31,2017-08-14,2021-10-31,1.2,2.73972602739726,[0.0949638  0.29615803 0.38679483 0.51119735 0.82973274],[-0.43515774 -0.05517854  0.06366034  0.23360789  0.81321767],[-0.06234974  0.00027132  0.01878864  0.04553744  0.12084091],Binance Coin_S=20.0_D=30_M=Full History,[0.03527171 0.61184382 0.62223207 0.16138226],kelly,0.0949638041873977,0.2961580302733979,0.3867948343712506,0.511197351722829,0.8297327410127346,-0.43515774237306437,-0.05517853644632753,0.06366033584858,0.23360788923096293,0.8132176669602535
60,60,Cardano,-20.0,1,0.5,Full History,2017-10-01,2021-10-31,2017-10-01,2021-10-31,0.8,2.73972602739726,[0.         0.03915505 0.10355285 0.15696187 0.44093574],[-0.1694805  -0.02361169  0.01143423  0.0422525   0.07710785],[-0.05751837 -0.01154212  0.01099992  0.07372482         nan],Cardano_S=-20.0_D=1_M=Full History,[7.30287264e-05 1.52447407e-03 1.00000000e+02 3.70945675e-04],kelly,0.0,0.039155052415940285,0.10355285494614028,0.1569618705923147,0.4409357353768742,-0.16948049730556547,-0.023611686034710977,0.011434231149181406,0.04225250481871501,0.0771078466423023
61,61,Cardano,-20.0,7,0.5,Full History,2017-10-01,2021-10-31,2017-10-01,2021-10-31,0.8,2.73972602739726,[0.03178085 0.13739315 0.19763795 0.27072854 0.53748854],[-0.22223453 -0.04096035  0.0132041   0.06866054  0.20353091],[-0.05769289 -0.00992827  0.00891057  0.03505223  0.23226808],Cardano_S=-20.0_D=7_M=Full History,[0.00129931 0.6995899  0.64238285 0.00798792],kelly,0.031780845624339894,0.1373931486365457,0.19763795249764196,0.2707285403852633,0.5374885431086126,-0.22223453363069456,-0.04096034666522361,0.013204095788092007,0.06866054015659473,0.20353090649823846
62,62,Cardano,-20.0,14,0.5,Full History,2017-10-01,2021-10-31,2017-10-01,2021-10-31,0.8,2.73972602739726,[0.04695363 0.15239572 0.23418781 0.3294086  0.68088325],[-0.32967072 -0.04674407  0.03702996  0.10320162  0.30538538],[-0.06381496 -0.00713272  0.0168767   0.04365956  0.19895913],Cardano_S=-20.0_D=14_M=Full History,[0.00429736 0.83204619 0.8138364  0.02091366],kelly,0.04695363470191456,0.1523957202482243,0.23418781445153442,0.3294085972578437,0.6808832542888769,-0.3296707225534845,-0.04674406557113239,0.03702996177446849,0.10320162434667857,0.30538538006308946
63,63,Cardano,-20.0,30,0.5,Full History,2017-10-01,2021-10-31,2017-10-01,2021-10-31,0.8,2.73972602739726,[0.03155657 0.134452   0.20452637 0.28611928 0.77531474],[-0.42013791 -0.02807793  0.03629757  0.09469682  0.22286202],[-0.07844849 -0.00402475  0.01713046  0.04475382  0.14593182],Cardano_S=-20.0_D=30_M=Full History,[0.00805714 0.82560802 0.74615187 0.03525641],kelly,0.03155656505115393,0.13445199716382167,0.20452636760641907,0.28611927766089174,0.7753147441736843,-0.42013790587859856,-0.028077931626012714,0.0362975705544718,0.09469681663282814,0.22286202417748457
64,64,Cardano,-10.0,1,0.5,Full History,2017-10-01,2021-10-31,2017-10-01,2021-10-31,0.9,2.73972602739726,[0.05965121 0.17271588 0.23325058 0.30885429 0.65960162],[-0.27965853 -0.04492774  0.01838295  0.08196574  0.27332226],[-0.06101568 -0.00908711  0.01048187  0.03503712  0.19763669],Cardano_S=-10.0_D=1_M=Full History,[2.92593727e-04 3.94657190e-01 9.93472417e+01 2.14456937e-03],kelly,0.05965121258454459,0.1727158809551927,0.23325057655140813,0.3088542854191313,0.6596016173515088,-0.2796585317055068,-0.044927741796329856,0.018382945592683164,0.08196574376963195,0.27332225757653683
65,65,Cardano,-10.0,7,0.5,Full History,2017-10-01,2021-10-31,2017-10-01,2021-10-31,0.9,2.73972602739726,[0.09210621 0.22728249 0.30015294 0.38739262 0.70253173],[-0.28341739 -0.0700364   0.01151141  0.10040229  0.35752122],[-0.05759453 -0.01256637  0.00852246  0.03273783  0.12240843],Cardano_S=-10.0_D=7_M=Full History,[0.00299251 0.61659344 0.62316186 0.02217055],kelly,0.09210621408204964,0.2272824862035671,0.3001529415820887,0.3873926199754334,0.7025317344295199,-0.28341738819880513,-0.07003640116930004,0.011511408809746437,0.10040229211745333,0.3575212169932127
66,66,Cardano,-10.0,14,0.5,Full History,2017-10-01,2021-10-31,2017-10-01,2021-10-31,0.9,2.73972602739726,[0.11676751 0.24800555 0.34421341 0.43926119 0.7932544 ],[-0.4169124  -0.07179065  0.02562749  0.13463338  0.51684091],[-0.0705686  -0.00770076  0.01237174  0.03645194  0.14233905],Cardano_S=-10.0_D=14_M=Full History,[0.00895536 0.75702337 0.69486628 0.04483848],kelly,0.11676750722725476,0.2480055510699083,0.3442134133581096,0.43926119499166516,0.7932543982936939,-0.4169124033865409,-0.07179064512216046,0.025627490327224556,0.1346333783719985,0.5168409134756828
67,67,Cardano,-10.0,30,0.5,Full History,2017-10-01,2021-10-31,2017-10-01,2021-10-31,0.9,2.73972602739726,[0.04374498 0.20250598 0.28070626 0.38510531 0.82168693],[-0.44779352 -0.04977325  0.05067028  0.13367151  0.48120229],[-0.06507504 -0.00347026  0.01849628  0.04248725  0.16841203],Cardano_S=-10.0_D=30_M=Full History,[0.01610278 0.83869202 0.75986221 0.06434815],kelly,0.04374497994119868,0.20250597854472852,0.2807062600445629,0.38510530937116744,0.8216869257015045,-0.4477935167662561,-0.049773254086726254,0.050670278014766756,0.13367151106233421,0.4812022898873407
68,68,Cardano,0.0,1,0.5,Full History,2017-10-01,2021-10-31,2017-10-01,2021-10-31,1.0,2.73972602739726,[0.1822324  0.3647086  0.45204967 0.57103181 0.88567986],[-0.48231171 -0.08265369  0.06558778  0.24479329  0.96126908],[-0.07117265 -0.0027057   0.01900565  0.0426072   0.12926642],Cardano_S=0.0_D=1_M=Full History,[1.50757998e-03 3.38146678e-01 9.99693523e+01 2.15205900e-02],kelly,0.18223240322975895,0.3647085970922809,0.4520496746127306,0.571031809383568,0.8856798569024862,-0.4823117068502749,-0.08265369283207347,0.06558778193200931,0.24479329264709387,0.9612690780629225
69,69,Cardano,0.0,7,0.5,Full History,2017-10-01,2021-10-31,2017-10-01,2021-10-31,1.0,2.73972602739726,[0.14573272 0.32269688 0.41390532 0.54916726 0.8543495 ],[-0.44735368 -0.08677969  0.07390143  0.25608025  1.13409945],[-0.06449139 -0.0034348   0.02046983  0.04638191  0.15673522],Cardano_S=0.0_D=7_M=Full History,[0.00862112 0.6250476  0.64121703 0.0588942 ],kelly,0.14573271616809322,0.32269688262350105,0.41390531896844657,0.5491672624379872,0.8543495047757926,-0.4473536779285451,-0.08677968855031895,0.0739014314384574,0.2560802544785995,1.1340994503150919
70,70,Cardano,0.0,14,0.5,Full History,2017-10-01,2021-10-31,2017-10-01,2021-10-31,1.0,2.73972602739726,[0.11978986 0.29212644 0.37234637 0.48603916 0.82906244],[-0.42598846 -0.06680429  0.05626147  0.18231219  0.75983854],[-0.06622812 -0.00275729  0.01806329  0.04023896  0.14979989],Cardano_S=0.0_D=14_M=Full History,[0.0134483  0.67818451 0.65355262 0.07258331],kelly,0.11978986357274861,0.2921264368887774,0.3723463738156243,0.4860391613394066,0.8290624448468594,-0.42598845607001035,-0.06680428924304593,0.05626146995862802,0.1823121903306003,0.7598385372175265
71,71,Cardano,0.0,30,0.5,Full History,2017-10-01,2021-10-31,2017-10-01,2021-10-31,1.0,2.73972602739726,[0.098388   0.23513617 0.32701676 0.4295996  0.77658509],[-0.39378291 -0.05641711  0.06408953  0.19583123  0.5936762 ],[-0.06574635 -0.00214424  0.0198566   0.0481039   0.13354159],Cardano_S=0.0_D=30_M=Full History,[0.02273871 0.75050878 0.64233005 0.09177107],kelly,0.09838800057840696,0.23513616807815038,0.3270167647203238,0.42959959553779803,0.7765850886960702,-0.3937829073623601,-0.0564171067313225,0.06408953117050542,0.19583123345764625,0.5936761977296792
72,72,Cardano,10.0,1,0.5,Full History,2017-10-01,2021-10-31,2017-10-01,2021-10-31,1.1,2.73972602739726,[0.26851325 0.46023523 0.55163094 0.6588567  0.95054328],[-0.59558885 -0.07025428  0.13967667  0.39236747  1.49585997],[-0.07288633  0.00560859  0.02692471  0.04742552  0.11058188],Cardano_S=10.0_D=1_M=Full History,[2.80579196e-03 2.35152368e-01 9.99949882e+01 9.10970676e-02],kelly,0.2685132455782833,0.4602352267323785,0.5516309392903544,0.6588566960495337,0.950543282881626,-0.5955888517346799,-0.07025427569632228,0.13967666611892238,0.3923674659957744,1.4958599654018454
73,73,Cardano,10.0,7,0.5,Full History,2017-10-01,2021-10-31,2017-10-01,2021-10-31,1.1,2.73972602739726,[0.18069623 0.39258834 0.47718905 0.60726328 0.86737214],[-0.48739878 -0.09994647  0.08607826  0.27439683  0.94482303],[-0.06691124 -0.00270826  0.02163087  0.04307352  0.10458504],Cardano_S=10.0_D=7_M=Full History,[0.01246996 0.48012024 0.62310263 0.10486867],kelly,0.18069622663114793,0.3925883383616814,0.4771890509473422,0.6072632834014593,0.867372136428693,-0.4873987834423068,-0.09994647370059803,0.08607826105355632,0.27439682778794516,0.9448230328584311
74,74,Cardano,10.0,14,0.5,Full History,2017-10-01,2021-10-31,2017-10-01,2021-10-31,1.1,2.73972602739726,[0.09485688 0.32669337 0.42878445 0.54304269 0.88876242],[-0.54140581 -0.08783802  0.06110224  0.2184093   1.0868528 ],[-0.07963987 -0.00363102  0.01834169  0.04088528  0.15747715],Cardano_S=10.0_D=14_M=Full History,[0.01778927 0.55865563 0.62822544 0.11466933],kelly,0.09485688315616629,0.326693365112851,0.4287844542001602,0.5430426897113283,0.8887624180564911,-0.5414058070985663,-0.08783802378167505,0.06110224323926716,0.21840930387170876,1.0868528025308186
75,75,Cardano,10.0,30,0.5,Full History,2017-10-01,2021-10-31,2017-10-01,2021-10-31,1.1,2.73972602739726,[0.0696315  0.26312215 0.35954084 0.47622614 0.78097334],[-0.40486628 -0.07839141  0.0467714   0.19768353  0.83908202],[-0.06702848 -0.00541943  0.01629857  0.04185655  0.14609099],Cardano_S=10.0_D=30_M=Full History,[0.02749951 0.63064798 0.6064124  0.13113214],kelly,0.0696315027307179,0.263122150638601,0.3595408445926584,0.4762261401205467,0.7809733376115447,-0.40486628306497885,-0.07839141343104453,0.046771398955535615,0.1976835264590867,0.8390820201336435
76,76,Cardano,20.0,1,0.5,Full History,2017-10-01,2021-10-31,2017-10-01,2021-10-31,1.2,2.73972602739726,[0.26744173 0.46882997 0.55374525 0.66748301 0.92114546],[-0.58174342 -0.07895734  0.11959129  0.40603851  2.48744094],[-0.07539832  0.00549858  0.02486755  0.04755074  0.13411567],Cardano_S=20.0_D=1_M=Full History,[0.0029649  0.11459555 1.57986766 0.16380848],kelly,0.26744173061146426,0.4688299739953423,0.553745252552523,0.6674830142155215,0.9211454552248758,-0.5817434177430578,-0.07895734360534454,0.11959128957508902,0.40603851278426945,2.4874409366828645
77,77,Cardano,20.0,7,0.5,Full History,2017-10-01,2021-10-31,2017-10-01,2021-10-31,1.2,2.73972602739726,[0.22635998 0.41179532 0.51258068 0.61089772 0.9188295 ],[-0.56282515 -0.08893925  0.1125289   0.30298726  1.12664252],[-0.07778467  0.00100258  0.02434514  0.04319484  0.10304358],Cardano_S=20.0_D=7_M=Full History,[0.01490387 0.35109061 0.63203013 0.16225221],kelly,0.22635998475150743,0.41179532240072025,0.5125806779450586,0.6108977163497549,0.9188294970021321,-0.5628251501308569,-0.08893924522734287,0.11252889906858832,0.3029872554098515,1.1266425208267234
78,78,Cardano,20.0,14,0.5,Full History,2017-10-01,2021-10-31,2017-10-01,2021-10-31,1.2,2.73972602739726,[0.17431609 0.34200149 0.43061833 0.55771832 0.84929209],[-0.45651865 -0.06084674  0.09499732  0.31167777  1.1021929 ],[-0.06120116  0.00183616  0.02260941  0.04747202  0.12471292],Cardano_S=20.0_D=14_M=Full History,[0.02255937 0.41082428 0.54796613 0.16016014],kelly,0.17431609008616628,0.34200148836082483,0.43061833208568956,0.5577183207187235,0.8492920853364475,-0.45651864854277535,-0.06084673508184191,0.0949973225777454,0.3116777748685423,1.1021929033897573
79,79,Cardano,20.0,30,0.5,Full History,2017-10-01,2021-10-31,2017-10-01,2021-10-31,1.2,2.73972602739726,[0.09636678 0.30292585 0.40324573 0.52450171 0.84022854],[-0.45172581 -0.08446115  0.05270283  0.21505013  0.84837157],[-0.06959717 -0.00467534  0.01739907  0.04243458  0.12559494],Cardano_S=20.0_D=30_M=Full History,[0.03614375 0.57659177 0.58501853 0.17012581],kelly,0.0963667810488046,0.30292584680125495,0.4032457328852398,0.5245017106991111,0.8402285406442296,-0.45172580964132825,-0.08446114665033844,0.052702828937793766,0.21505013093157238,0.8483715700345604
80,80,Chainlink,-20.0,1,0.5,Full History,2017-09-21,2021-10-31,2017-09-21,2021-10-31,0.8,2.73972602739726,[0.         0.11164797 0.17073795 0.23982985 0.52480286],[-0.20456242 -0.03954005  0.02019493  0.05890319  0.12156419],[-0.05164541 -0.01230413  0.01351425  0.04937599         nan],Chainlink_S=-20.0_D=1_M=Full History,[1.62244897e-04 2.71571699e-02 1.00000000e+02 5.48232170e-04],kelly,0.0,0.11164797244399068,0.1707379542695906,0.23982985103676974,0.5248028556300837,-0.20456241645233886,-0.03954005443585282,0.02019493027379815,0.05890318989900056,0.12156419211975811
81,81,Chainlink,-20.0,7,0.5,Full History,2017-09-21,2021-10-31,2017-09-21,2021-10-31,0.8,2.73972602739726,[0.06102364 0.19649261 0.27664862 0.36214241 0.67421494],[-0.27627889 -0.05257337  0.01808476  0.09694668  0.33184981],[-0.05560574 -0.00866123  0.01036339  0.03625327  0.23964045],Chainlink_S=-20.0_D=7_M=Full History,[0.00249373 0.78099281 0.68320539 0.01226272],kelly,0.06102363699777752,0.19649261204064017,0.2766486238468895,0.3621424122394942,0.6742149442162022,-0.27627888854397964,-0.052573372326681744,0.018084760297766733,0.09694668354798969,0.331849811718953
82,82,Chainlink,-20.0,14,0.5,Full History,2017-09-21,2021-10-31,2017-09-21,2021-10-31,0.8,2.73972602739726,[0.04084557 0.19793148 0.27145076 0.3712175  0.80337965],[-0.438714   -0.05566405  0.04011544  0.11493233  0.36876636],[-0.08356015 -0.00779141  0.01628117  0.03939721  0.21355924],Chainlink_S=-20.0_D=14_M=Full History,[0.00590287 0.81111048 0.70268505 0.0263735 ],kelly,0.04084557122875128,0.19793147925610963,0.2714507613305468,0.3712174971496247,0.803379652763834,-0.43871399739799455,-0.05566404667936836,0.04011543925133687,0.11493232940327924,0.36876635984962136
83,83,Chainlink,-20.0,30,0.5,Full History,2017-09-21,2021-10-31,2017-09-21,2021-10-31,0.8,2.73972602739726,[0.         0.18601874 0.27415011 0.36108577 0.72081491],[-0.37230212 -0.05434362  0.03316696  0.11808185  0.3668808 ],[-0.07260146 -0.0073863   0.01462355  0.04209857  0.18473574],Chainlink_S=-20.0_D=30_M=Full History,[0.01309276 0.92040697 0.7777115  0.04506039],kelly,0.0,0.1860187387211629,0.27415010531242245,0.36108577281889226,0.7208149063376342,-0.37230211877849007,-0.05434362308772142,0.033166963840425834,0.11808184952946382,0.3668807975805335
